room_id,host_id,room_type,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,minstay,latitude,longitude,last_modified
3340441,16860533,Entire home/apt,,24,18,5.0,4,1.0,57.0,2.0,56.168806,10.212573,2016-10-29 00:07:43.660115
10305642,17599722,Entire home/apt,,2,0,,2,1.0,91.0,7.0,56.141625,10.18622,2016-10-29 00:07:31.989008
6978027,26810859,Entire home/apt,,24,0,,2,1.0,75.0,1.0,56.142218,10.194906,2016-10-29 00:07:27.701257
15466055,85043044,Entire home/apt,,6,2,,4,1.0,49.0,2.0,56.152736,10.170744,2016-10-29 00:07:14.319391
8484345,44682897,Entire home/apt,,1,5,5.0,2,1.0,45.0,2.0,56.140318,10.193515,2016-10-29 00:07:03.451530
12090533,64807490,Private room,,24,4,5.0,2,1.0,39.0,1.0,56.161509,10.214913,2016-10-29 00:07:01.428964
13722421,72731261,Entire home/apt,,24,4,5.0,4,2.0,60.0,4.0,56.153525,10.186411,2016-10-29 00:06:55.403237
2986618,3339828,Entire home/apt,,1,4,4.0,8,3.0,121.0,5.0,56.111777,10.201126,2016-10-29 00:06:48.371481
11249204,26009030,Entire home/apt,,3,1,,3,2.0,57.0,2.0,56.173973,10.179561,2016-10-29 00:06:35.444376
11164106,58070645,Entire home/apt,,24,0,,6,2.0,91.0,5.0,56.170539,10.217775,2016-10-29 00:06:31.177186
12507952,37332506,Private room,,24,8,4.5,1,1.0,33.0,3.0,56.160842,10.205644,2016-10-29 00:06:11.470919
3407053,10018736,Private room,,24,6,4.5,2,1.0,49.0,1.0,56.145033,10.202369,2016-10-29 00:05:55.012863
5522695,28640138,Entire home/apt,,24,14,5.0,2,1.0,64.0,,56.148476,10.205769,2016-10-29 00:05:43.031927
6606909,34569553,Entire home/apt,,24,3,5.0,6,2.0,44.0,1.0,56.144365,10.190521,2016-10-29 00:05:25.920186
7878286,41528048,Entire home/apt,,24,1,,3,1.0,60.0,1.0,56.170357,10.215171,2016-10-29 00:05:15.598394
13103589,72819894,Private room,,5,5,5.0,2,1.0,45.0,1.0,56.196783,10.213902,2016-10-29 00:04:47.591238
13402525,76290101,Entire home/apt,,24,1,,2,1.0,40.0,1.0,56.156677,10.185327,2016-10-29 00:04:42.040602
7876195,12465072,Entire home/apt,,24,0,,2,1.0,56.0,3.0,56.146355,10.192438,2016-10-29 00:04:35.865952
10868818,56306900,Entire home/apt,,24,25,4.0,6,2.0,75.0,1.0,56.156383,10.199124,2016-10-29 00:04:24.535837
3505083,9170656,Entire home/apt,,24,15,5.0,8,3.0,144.0,2.0,56.160526,10.204828,2016-10-29 00:04:16.662077
7703119,14935227,Entire home/apt,,1,0,,3,1.0,60.0,2.0,56.11502,10.205446,2016-10-29 00:04:13.420265
1237887,6748899,Entire home/apt,,24,5,5.0,2,1.0,96.0,1.0,56.159023,10.198002,2016-10-29 00:04:11.069451
12088793,64795489,Private room,,24,0,,2,1.0,33.0,7.0,56.143308,10.194522,2016-10-29 00:04:03.806155
7032341,36867531,Entire home/apt,,24,23,4.5,2,1.0,53.0,1.0,56.148121,10.199123,2016-10-29 00:03:53.577772
14590636,89892803,Entire home/apt,,24,6,5.0,2,1.0,44.0,1.0,56.172404,10.217603,2016-10-29 00:03:25.250538
9407881,47568000,Entire home/apt,,5,0,,4,2.0,72.0,10.0,56.199227,10.250448,2016-10-29 00:03:12.359713
5382342,27899261,Private room,,24,0,,2,1.0,15.0,1.0,56.152744,10.206245,2016-10-29 00:03:06.663285
9781468,26463639,Entire home/apt,,24,1,,4,2.0,68.0,2.0,56.157862,10.211074,2016-10-29 00:03:01.452775
8871579,8987536,Entire home/apt,,24,0,,4,2.0,136.0,1.0,56.159663,10.207298,2016-10-29 00:02:56.761453
6555060,34110680,Entire home/apt,,24,14,5.0,3,1.0,98.0,2.0,56.160251,10.207439,2016-10-29 00:02:47.642696
11143800,20964112,Entire home/apt,,4,1,,4,1.0,42.0,1.0,56.196197,10.190285,2016-10-29 00:02:21.525884
12895799,70621336,Entire home/apt,,24,0,,4,2.0,78.0,5.0,56.155698,10.199525,2016-10-29 00:02:00.345352
13545071,25592575,Entire home/apt,,24,0,,2,1.0,68.0,4.0,56.145399,10.190151,2016-10-29 00:01:53.867556
13313037,18064064,Private room,,2,3,5.0,5,1.0,113.0,1.0,56.143402,10.18931,2016-10-29 00:01:30.505542
15644760,27960009,Entire home/apt,,24,0,,2,1.0,68.0,1.0,56.157834,10.20867,2016-10-29 00:01:27.471427
4200534,21793503,Entire home/apt,,6,0,,2,1.0,59.0,1.0,56.15731,10.180977,2016-10-28 23:59:28.573863
8175167,16753430,Private room,,24,21,4.5,1,1.0,36.0,1.0,56.162838,10.201936,2016-10-28 23:59:16.970278
3198779,16211237,Private room,,24,24,5.0,2,1.0,53.0,2.0,56.159318,10.204604,2016-10-28 23:59:11.517225
14334829,8807766,Private room,,13,5,5.0,2,1.0,44.0,1.0,56.227451,10.195954,2016-10-28 23:59:06.903227
6279168,32642140,Entire home/apt,,24,1,,3,,61.0,3.0,56.161129,10.207647,2016-10-28 23:59:03.467993
1155348,4554668,Entire home/apt,,24,7,5.0,2,1.0,143.0,2.0,56.170263,10.214827,2016-10-28 23:58:49.093324
12335514,66581872,Entire home/apt,,24,2,,5,3.0,91.0,2.0,56.161492,10.204734,2016-10-28 23:58:40.082922
9982781,51294903,Entire home/apt,,24,0,,4,3.0,90.0,1.0,56.162731,10.213604,2016-10-28 23:58:02.025541
7629020,39602016,Private room,,3,2,,2,1.0,39.0,1.0,56.167853,10.165075,2016-10-29 01:08:59.215321
13269317,6002188,Entire home/apt,,24,1,,2,1.0,83.0,1.0,56.152216,10.198072,2016-10-28 23:57:47.383002
12687747,66191266,Entire home/apt,,24,0,,4,1.0,151.0,1.0,56.15776,10.210558,2016-10-28 23:57:12.978058
13242039,41816114,Private room,,24,8,5.0,2,1.0,55.0,1.0,56.164124,10.228681,2016-10-28 23:57:00.340801
13938142,82874898,Entire home/apt,,24,3,4.5,3,1.0,52.0,2.0,56.162666,10.213701,2016-10-28 23:56:56.991394
7009298,36744650,Entire home/apt,,4,10,5.0,6,3.0,151.0,1.0,56.177116,10.215833,2016-10-28 23:56:49.552808
9834982,13660578,Entire home/apt,,24,1,,3,2.0,61.0,4.0,56.158735,10.208419,2016-10-28 23:56:42.344391
1583289,8428972,Entire home/apt,,6,33,4.5,8,3.0,105.0,2.0,56.145152,10.155486,2016-10-28 23:56:35.237195
13871337,47717701,Entire home/apt,,24,0,,2,1.0,61.0,5.0,56.155511,10.197712,2016-10-28 23:56:08.496669
7281634,37230918,Entire home/apt,,24,7,4.5,2,1.0,90.0,2.0,56.154243,10.209591,2016-10-28 23:55:52.228343
12841801,70120763,Private room,,11,0,,1,1.0,105.0,1.0,56.202821,10.155169,2016-10-28 23:55:48.595012
11315283,59172032,Private room,,4,1,,1,1.0,68.0,1.0,56.177801,10.218195,2016-10-28 23:55:39.480436
15065109,87980871,Entire home/apt,,24,1,,3,2.0,68.0,3.0,56.150236,10.202509,2016-10-28 23:55:14.385530
13793777,81070422,Private room,,24,0,,4,1.0,49.0,1.0,56.158927,10.212703,2016-10-28 23:54:58.541293
13357924,75764698,Entire home/apt,,24,2,,3,1.0,63.0,4.0,56.160112,10.214105,2016-10-28 23:54:36.884525
3424290,17260429,Entire home/apt,,4,17,4.5,5,3.0,104.0,2.0,56.175514,10.212589,2016-10-28 23:54:15.986461
11785985,34163721,Private room,,24,19,5.0,2,1.0,45.0,1.0,56.157622,10.211167,2016-10-28 23:54:01.477189
13501872,13388959,Entire home/apt,,24,11,4.5,2,1.0,57.0,1.0,56.146654,10.195692,2016-10-28 23:53:42.389367
6567037,34346133,Entire home/apt,,24,1,,4,1.0,113.0,1.0,56.163739,10.213981,2016-10-28 23:53:39.560659
12998150,56506027,Entire home/apt,,24,3,4.5,3,1.0,80.0,1.0,56.148939,10.2005,2016-10-28 23:53:26.814298
13195402,73891789,Private room,,24,4,5.0,2,1.0,30.0,1.0,56.157251,10.188886,2016-10-28 23:53:24.332652
3269330,4428414,Private room,,24,21,4.5,2,1.0,45.0,3.0,56.163084,10.204963,2016-10-28 23:53:18.789777
12143955,65195801,Entire home/apt,,24,10,4.5,2,1.0,52.0,2.0,56.159566,10.197703,2016-10-28 23:52:26.303990
7337232,38439331,Private room,,24,0,,1,1.0,33.0,1.0,56.16908,10.215823,2016-10-28 23:52:21.335598
6631361,7152938,Private room,,6,0,,1,1.0,19.0,1.0,56.156445,10.157717,2016-10-28 23:52:18.365868
13880822,35156101,Entire home/apt,,13,0,,6,3.0,106.0,2.0,56.24541,10.229634,2016-10-28 23:52:00.698267
7862075,41438653,Entire home/apt,,24,3,4.5,3,2.0,90.0,3.0,56.155514,10.202431,2016-10-28 23:51:47.770551
4707270,23339306,Entire home/apt,,24,3,4.0,4,2.0,106.0,1.0,56.154685,10.208262,2016-10-28 23:51:10.825040
10631918,53415229,Private room,,2,19,5.0,2,1.0,29.0,1.0,56.12085,10.141196,2016-10-28 23:51:04.102218
5769344,29930984,Entire home/apt,,24,15,5.0,3,1.0,98.0,2.0,56.153057,10.209102,2016-10-28 23:50:52.694402
13678585,79620768,Private room,,1,16,5.0,3,1.0,40.0,1.0,56.142134,10.190988,2016-10-28 23:50:39.611376
12059245,3526791,Entire home/apt,,24,8,5.0,4,2.0,91.0,1.0,56.169269,10.214808,2016-10-28 23:50:30.854782
4623614,19645205,Shared room,,24,27,4.5,6,1.0,33.0,1.0,56.157104,10.203791,2016-10-28 23:50:19.274610
15585132,20234356,Entire home/apt,,1,0,,4,1.0,61.0,1.0,56.115632,10.206633,2016-10-28 23:50:14.508438
5801135,10225943,Private room,,1,0,,1,1.0,24.0,3.0,56.11773,10.19341,2016-10-28 23:50:10.889012
8170872,9726084,Private room,,24,0,,2,1.0,41.0,2.0,56.161721,10.213064,2016-10-28 23:50:08.434262
8509177,43155616,Entire home/apt,,24,5,5.0,2,1.0,62.0,2.0,56.145458,10.194,2016-10-28 23:50:02.159221
7035285,36883962,Private room,,24,0,,3,1.0,44.0,3.0,56.171327,10.210388,2016-10-28 23:49:26.307873
9872564,13299717,Entire home/apt,,24,0,,2,1.0,75.0,2.0,56.156497,10.195978,2016-10-28 23:49:21.590043
14834455,40010511,Shared room,,24,0,,2,1.0,53.0,1.0,56.158632,10.20503,2016-10-28 23:49:19.155941
1032200,5678913,Private room,,24,4,5.0,2,1.0,60.0,2.0,56.164322,10.204468,2016-10-28 23:48:49.559850
3452639,17397471,Private room,,2,11,4.0,2,1.0,36.0,2.0,56.125147,10.157785,2016-10-28 23:48:24.186996
14493305,55915551,Entire home/apt,,24,0,,4,1.0,166.0,1.0,56.156238,10.208036,2016-10-28 23:48:20.650487
7357876,6011852,Entire home/apt,,24,13,4.5,3,2.0,45.0,2.0,56.159096,10.195753,2016-10-28 23:48:13.840721
11250442,58695024,Entire home/apt,,24,2,,3,1.0,61.0,2.0,56.152874,10.207278,2016-10-28 23:48:07.358296
8075284,8637497,Private room,,4,18,4.0,1,1.0,45.0,1.0,56.180096,10.217471,2016-10-28 23:47:46.450007
12483916,67579910,Private room,,24,0,,2,1.0,27.0,1.0,56.151646,10.204636,2016-10-28 23:47:42.803051
15555949,70884819,Entire home/apt,,24,1,,2,0.0,61.0,2.0,56.140722,10.195526,2016-10-28 23:47:39.483453
13868600,20523480,Entire home/apt,,24,0,,2,1.0,68.0,5.0,56.165463,10.223337,2016-10-28 23:47:32.397534
3335894,16843048,Entire home/apt,,24,41,5.0,4,1.0,98.0,1.0,56.143929,10.203484,2016-10-28 23:47:11.678552
13916955,82596526,Entire home/apt,,24,4,5.0,4,1.0,68.0,1.0,56.147263,10.201694,2016-10-28 23:47:08.877769
11841477,27452044,Entire home/apt,,24,2,,3,2.0,60.0,2.0,56.171082,10.22018,2016-10-28 23:47:02.380793
11734269,62416185,Private room,,4,1,,1,1.0,61.0,1.0,56.18172,10.212459,2016-10-28 23:46:53.655414
6642170,34764390,Entire home/apt,,24,5,4.5,4,1.0,79.0,2.0,56.16042,10.207171,2016-10-28 23:46:51.162589
12635991,68488839,Private room,,24,2,,3,1.0,38.0,3.0,56.157423,10.200511,2016-10-28 23:46:00.741697
9365368,18999002,Entire home/apt,,24,2,,3,1.0,91.0,1.0,56.162382,10.203154,2016-10-28 23:45:46.665900
13528221,33132635,Entire home/apt,,24,7,4.5,5,2.0,104.0,2.0,56.164808,10.207371,2016-10-28 23:45:44.082575
14244239,49399732,Private room,,5,8,5.0,3,1.0,38.0,1.0,56.198554,10.194574,2016-10-28 23:45:40.848481
1229964,6709280,Entire home/apt,,24,0,,2,1.0,114.0,4.0,56.148567,10.196951,2016-10-28 23:45:33.032142
12869541,61562606,Private room,,2,0,,1,1.0,35.0,3.0,56.145461,10.186261,2016-10-28 23:45:30.014650
14414790,21771132,Private room,,24,3,4.5,2,1.0,44.0,2.0,56.158963,10.188917,2016-10-28 23:45:26.642767
13768858,23451242,Private room,,15,4,4.5,2,1.0,38.0,1.0,56.072052,10.1719,2016-10-28 23:44:58.295870
15725096,1419899,Entire home/apt,,24,0,,6,3.0,151.0,,56.164967,10.195811,2016-10-28 23:44:56.237994
3874156,17722413,Entire home/apt,,24,8,4.0,2,1.0,75.0,2.0,56.172117,10.218438,2016-10-28 23:44:18.709810
7068889,24313493,Private room,,24,6,5.0,2,1.0,31.0,2.0,56.159372,10.197736,2016-10-28 23:44:15.276419
1229962,6709280,Entire home/apt,,24,1,,2,1.0,129.0,4.0,56.156292,10.199382,2016-10-28 23:44:11.621865
1243417,6777232,Private room,,24,1,,2,1.0,68.0,1.0,56.157456,10.183481,2016-10-28 23:44:04.005781
14475793,89246507,Private room,,24,3,5.0,2,1.0,38.0,1.0,56.173082,10.213043,2016-10-28 23:43:54.154489
12527258,67861512,Entire home/apt,,2,3,5.0,3,1.0,38.0,2.0,56.141744,10.184225,2016-10-28 23:43:46.312498
13824756,21970219,Entire home/apt,,2,2,,4,3.0,150.0,2.0,56.137989,10.180499,2016-10-28 23:43:39.928574
13365288,36261065,Private room,,3,6,5.0,2,1.0,27.0,1.0,56.178755,10.166998,2016-10-28 23:43:35.657809
3888071,8018847,Entire home/apt,,24,0,,1,1.0,72.0,4.0,56.172786,10.215322,2016-10-28 23:43:31.864595
8064877,27232644,Private room,,4,4,4.5,2,1.0,38.0,1.0,56.192757,10.188229,2016-10-28 23:43:09.288262
2930868,14966163,Entire home/apt,,24,6,5.0,2,1.0,48.0,1.0,56.146528,10.192935,2016-10-28 23:43:04.693453
15105432,95667168,Entire home/apt,,2,2,,4,2.0,75.0,1.0,56.134315,10.182797,2016-10-28 23:42:56.176504
15627049,71425034,Entire home/apt,,24,0,,5,1.0,61.0,2.0,56.15677,10.183716,2016-10-28 23:42:48.997220
3619441,16816075,Private room,,24,24,4.5,6,1.0,91.0,2.0,56.154763,10.20959,2016-10-28 23:42:45.056413
15529334,1989951,Private room,,24,0,,2,1.0,61.0,,56.160208,10.208491,2016-10-28 23:42:39.578154
8007617,42274947,Entire home/apt,,1,9,5.0,4,1.0,68.0,1.0,56.107708,10.211209,2016-10-28 23:42:28.016837
10488720,54068280,Entire home/apt,,24,0,,3,1.0,61.0,1.0,56.161862,10.207146,2016-10-28 23:42:23.399849
9474070,45220732,Entire home/apt,,24,2,,2,1.0,45.0,1.0,56.157704,10.183181,2016-10-28 23:42:13.506754
7934382,40972419,Entire home/apt,,24,1,,2,1.0,91.0,1.0,56.16119,10.202642,2016-10-28 23:42:06.249281
5930728,19277039,Entire home/apt,,24,3,4.5,2,2.0,61.0,3.0,56.153243,10.206601,2016-10-28 23:41:58.181772
9072599,47318540,Private room,,1,28,5.0,2,1.0,38.0,1.0,56.104175,10.206076,2016-10-28 23:41:53.541729
13619653,66907224,Private room,,24,10,5.0,2,1.0,38.0,1.0,56.153424,10.210754,2016-10-28 23:41:31.891677
12920783,70884819,Entire home/apt,,1,2,,2,0.0,53.0,1.0,56.138971,10.194628,2016-10-28 23:41:19.535359
8397564,9114573,Entire home/apt,,24,1,,3,2.0,91.0,2.0,56.163965,10.209428,2016-10-28 23:40:55.718379
8573533,45122646,Entire home/apt,,24,3,4.5,2,1.0,68.0,1.0,56.160439,10.198819,2016-10-28 23:40:43.506539
3984624,11508526,Entire home/apt,,24,2,,3,1.0,96.0,1.0,56.146466,10.191836,2016-10-28 23:40:39.214288
7069626,37066433,Entire home/apt,,5,1,,4,3.0,75.0,1.0,56.19586,10.197229,2016-10-28 23:40:33.260511
14412705,20073456,Entire home/apt,,5,0,,5,3.0,256.0,3.0,56.193051,10.244314,2016-10-28 23:40:29.439444
7577094,38918829,Entire home/apt,,24,1,,4,2.0,104.0,6.0,56.161984,10.21287,2016-10-28 23:40:25.640436
14964274,94227998,Private room,,24,1,,2,1.0,53.0,3.0,56.162901,10.202295,2016-10-28 23:39:58.743911
13817211,81314917,Entire home/apt,,24,1,,6,3.0,143.0,1.0,56.166464,10.226528,2016-10-28 23:39:55.269891
13975590,2271964,Entire home/apt,,23,0,,11,4.0,295.0,1.0,56.23642,10.327803,2016-10-28 23:39:23.627970
1016900,2710707,Private room,,23,2,,3,1.0,61.0,1.0,56.228138,10.259683,2016-10-28 23:39:20.449567
13798437,81123098,Private room,,24,0,,2,1.0,91.0,1.0,56.158338,10.192863,2016-10-28 23:39:15.398917
7924024,41786084,Entire home/apt,,24,38,5.0,4,1.0,64.0,3.0,56.159817,10.207287,2016-10-28 23:39:12.607320
13412604,75539014,Entire home/apt,,3,3,5.0,2,1.0,38.0,2.0,56.169868,10.185815,2016-10-28 23:39:04.902136
687807,3510484,Entire home/apt,,3,3,5.0,4,3.0,102.0,3.0,56.177567,10.174734,2016-10-28 23:38:50.844851
11265852,14997076,Entire home/apt,,2,2,,3,2.0,60.0,3.0,56.145581,10.186282,2016-10-28 23:38:46.155390
7195067,37678087,Entire home/apt,,4,6,5.0,6,3.0,143.0,5.0,56.17774,10.196895,2016-10-28 23:38:38.928432
15609400,18746185,Entire home/apt,,24,0,,5,2.0,177.0,2.0,56.160442,10.210355,2016-10-28 23:38:32.105080
15088467,5682505,Entire home/apt,,24,2,,2,1.0,73.0,1.0,56.14398,10.203549,2016-10-28 23:38:09.673473
13133001,63501799,Entire home/apt,,2,2,,2,1.0,42.0,2.0,56.124038,10.171724,2016-10-28 23:37:06.187760
13600638,78638919,Entire home/apt,,24,1,,4,3.0,75.0,4.0,56.160328,10.198856,2016-10-28 23:36:56.770425
4160878,21592241,Entire home/apt,,6,0,,4,1.0,69.0,1.0,56.141669,10.141897,2016-10-28 23:36:46.285041
14727433,91688786,Private room,,9,6,4.5,2,1.0,43.0,1.0,56.126266,10.113912,2016-10-28 23:36:03.951585
13663767,14049664,Entire home/apt,,24,10,5.0,2,1.0,46.0,4.0,56.156907,10.196534,2016-10-28 23:35:45.486175
15517703,62532903,Private room,,24,0,,1,1.0,32.0,1.0,56.143322,10.203424,2016-10-28 23:35:27.946508
7204006,7522174,Entire home/apt,,24,2,,4,1.0,75.0,1.0,56.169459,10.214814,2016-10-28 23:35:16.484970
6236486,6934621,Entire home/apt,,6,27,4.5,4,1.0,75.0,1.0,56.155657,10.180759,2016-10-28 23:35:03.033775
3285366,16604624,Entire home/apt,,24,9,5.0,4,2.0,79.0,2.0,56.160789,10.207656,2016-10-28 23:34:56.510443
6795507,35570216,Entire home/apt,,24,0,,4,2.0,106.0,1.0,56.148198,10.204478,2016-10-28 23:34:43.039713
6236272,32361223,Entire home/apt,,4,0,,4,1.0,54.0,1.0,56.176611,10.200445,2016-10-28 23:34:40.619413
7451004,5420123,Private room,,24,2,,2,1.0,52.0,1.0,56.143569,10.204081,2016-10-28 23:34:06.909654
13727225,2505175,Entire home/apt,,24,0,,4,2.0,79.0,3.0,56.153689,10.204564,2016-10-28 23:33:48.536886
3432884,17294796,Entire home/apt,,24,2,,5,2.0,249.0,1.0,56.156413,10.202837,2016-10-28 23:33:22.022271
14174604,2204704,Private room,,24,1,,2,1.0,45.0,1.0,56.145115,10.202445,2016-10-28 23:32:27.546256
4213433,21866041,Private room,,2,21,4.0,4,1.0,38.0,1.0,56.130636,10.180578,2016-10-28 23:32:23.150698
13627731,28150368,Entire home/apt,,24,1,,2,1.0,83.0,3.0,56.145151,10.201234,2016-10-28 23:32:05.377568
3917946,7854069,Entire home/apt,,24,0,,4,2.0,91.0,1.0,56.155472,10.184081,2016-10-28 23:32:02.595612
13195538,50754637,Entire home/apt,,24,10,4.0,4,1.0,75.0,2.0,56.146726,10.19589,2016-10-28 23:31:35.453245
1193275,6521566,Private room,,4,14,4.5,2,1.0,75.0,3.0,56.172987,10.207901,2016-10-28 23:31:31.829906
6663872,22612331,Entire home/apt,,24,9,5.0,5,1.0,150.0,2.0,56.156141,10.202463,2016-10-28 23:31:21.371873
9557169,13489273,Private room,,4,0,,2,1.0,38.0,1.0,56.175563,10.199043,2016-10-28 23:31:11.553615
12450346,47407883,Entire home/apt,,24,10,5.0,6,2.0,103.0,,56.159324,10.197594,2016-10-28 23:31:03.960401
14306455,46312673,Entire home/apt,,24,0,,4,2.0,53.0,2.0,56.153675,10.186152,2016-10-28 23:31:00.745551
3141724,15952122,Entire home/apt,,24,2,,4,2.0,75.0,1.0,56.144323,10.200414,2016-10-28 23:30:53.753136
4661619,24060477,Entire home/apt,,24,0,,3,2.0,78.0,1.0,56.162437,10.204786,2016-10-28 23:30:44.393986
5254767,15528910,Entire home/apt,,24,11,5.0,3,1.0,58.0,2.0,56.170683,10.214408,2016-10-28 23:30:31.495164
15105942,95672199,Private room,,24,0,,4,1.0,28.0,1.0,56.174476,10.220006,2016-10-28 23:30:06.132813
7240566,17389130,Entire home/apt,,1,3,4.5,7,4.0,91.0,2.0,56.114287,10.189548,2016-10-28 23:29:50.493625
9768192,50352065,Private room,,23,1,,1,1.0,14.0,1.0,56.220619,10.284465,2016-10-28 23:29:28.021595
9360212,48572793,Private room,,4,0,,2,1.0,30.0,1.0,56.175905,10.213056,2016-10-28 23:29:25.319095
7565664,8560977,Entire home/apt,,2,3,5.0,3,1.0,83.0,2.0,56.143459,10.184876,2016-10-28 23:29:09.706226
1957905,9845270,Entire home/apt,,24,31,5.0,4,2.0,113.0,3.0,56.162249,10.205636,2016-10-28 23:29:06.556594
13824144,3254654,Private room,,24,3,5.0,2,1.0,75.0,,56.16251,10.20593,2016-10-28 23:29:00.221761
9933545,41987971,Entire home/apt,,24,0,,4,1.0,106.0,5.0,56.150778,10.199184,2016-10-28 23:28:48.937369
8871114,24857179,Entire home/apt,,24,3,5.0,2,1.0,68.0,1.0,56.162787,10.199732,2016-10-28 23:27:46.028170
6761522,33809762,Entire home/apt,,24,7,4.0,2,1.0,44.0,3.0,56.164638,10.210045,2016-10-28 23:27:36.753340
6639129,34748421,Entire home/apt,,6,1,,4,2.0,75.0,1.0,56.149642,10.157665,2016-10-28 23:27:07.303059
13490586,77304282,Entire home/apt,,11,0,,2,1.0,61.0,1.0,56.187621,10.121774,2016-10-28 23:26:58.432687
5704362,29573656,Entire home/apt,,24,1,,3,2.0,83.0,20.0,56.161562,10.214091,2016-10-28 23:26:51.182408
13810174,45983553,Entire home/apt,,1,0,,2,1.0,57.0,7.0,56.138634,10.194638,2016-10-28 23:26:47.334967
9756508,15140640,Entire home/apt,,24,19,4.5,2,0.0,75.0,2.0,56.152456,10.206121,2016-10-28 23:26:43.922403
7222415,16607013,Private room,,24,2,,2,1.0,30.0,1.0,56.172881,10.214008,2016-10-28 23:26:40.800379
15278604,28599972,Private room,,24,0,,2,1.0,38.0,,56.163755,10.211322,2016-10-28 23:26:37.026115
11225712,58498718,Entire home/apt,,4,0,,2,1.0,31.0,1.0,56.177648,10.178532,2016-10-28 23:26:15.449892
12060311,52948277,Entire home/apt,,5,0,,7,3.0,211.0,7.0,56.192898,10.252824,2016-10-28 23:26:06.952471
10329278,37814318,Entire home/apt,,24,1,,8,4.0,136.0,3.0,56.159333,10.214073,2016-10-28 23:25:58.589107
8979202,6037895,Entire home/apt,,6,2,,5,2.0,53.0,1.0,56.150149,10.154336,2016-10-28 23:25:49.163581
1886155,9803079,Entire home/apt,,24,46,5.0,6,3.0,136.0,2.0,56.155638,10.203026,2016-10-28 23:25:09.841551
14945262,20805980,Entire home/apt,,24,0,,4,1.0,196.0,2.0,56.160629,10.208295,2016-10-28 23:24:40.177265
13261730,74655658,Entire home/apt,,2,0,,2,1.0,31.0,5.0,56.123394,10.167254,2016-10-28 23:24:35.184908
11457632,53522315,Entire home/apt,,24,5,5.0,3,2.0,113.0,2.0,56.162135,10.20588,2016-10-28 23:24:32.083215
4458244,23131781,Entire home/apt,,4,2,,8,3.0,68.0,4.0,56.192737,10.195567,2016-10-28 23:24:25.729183
12184359,65477730,Entire home/apt,,18,6,5.0,6,4.0,106.0,1.0,56.207478,10.043599,2016-10-28 23:24:21.267675
14079495,72287741,Private room,,4,1,,2,1.0,25.0,2.0,56.17394,10.212205,2016-10-28 23:24:17.343925
12461971,65001820,Entire home/apt,,24,6,4.5,3,1.0,49.0,2.0,56.152875,10.196895,2016-10-28 23:24:12.840318
13972601,41909605,Private room,,24,3,4.5,2,1.0,36.0,3.0,56.153041,10.197892,2016-10-28 23:24:08.191192
13509967,43610548,Entire home/apt,,4,0,,13,5.0,151.0,2.0,56.182153,10.208236,2016-10-28 23:24:04.539888
13704723,79976219,Entire home/apt,,4,5,5.0,3,1.0,41.0,2.0,56.174505,10.200911,2016-10-28 23:24:00.270978
8726575,39716118,Entire home/apt,,24,27,4.5,2,1.0,50.0,2.0,56.163925,10.211197,2016-10-28 23:23:50.252188
9396010,48734179,Entire home/apt,,24,10,4.5,3,1.0,61.0,1.0,56.16308,10.20068,2016-10-28 23:23:45.948247
13442277,76534742,Private room,,1,4,5.0,2,1.0,53.0,1.0,56.138041,10.197663,2016-10-28 23:23:33.736439
6534130,27748421,Entire home/apt,,4,1,,4,2.0,75.0,1.0,56.175834,10.203044,2016-10-28 23:23:24.474303
14864303,93109695,Entire home/apt,,24,2,,2,1.0,48.0,1.0,56.171684,10.219402,2016-10-28 23:23:21.686241
7112037,5432559,Entire home/apt,,24,10,5.0,4,2.0,45.0,1.0,56.164251,10.202556,2016-10-28 23:23:03.219319
12178288,61834172,Entire home/apt,,24,7,4.5,4,1.0,50.0,2.0,56.163347,10.198357,2016-10-28 23:22:53.149134
5090447,26298271,Entire home/apt,,24,1,,3,1.0,57.0,2.0,56.158768,10.209121,2016-10-28 23:22:48.506964
11819725,29615476,Entire home/apt,,24,6,4.5,2,1.0,59.0,1.0,56.165497,10.198009,2016-10-28 23:22:31.482449
13722085,37934849,Entire home/apt,,24,33,4.5,2,1.0,55.0,1.0,56.152741,10.20712,2016-10-28 23:22:27.941136
11711764,8367388,Entire home/apt,,24,2,,6,3.0,75.0,1.0,56.154372,10.195691,2016-10-28 23:21:40.963423
3780367,2535020,Entire home/apt,,24,10,5.0,4,1.0,135.0,2.0,56.158413,10.213196,2016-10-28 23:21:33.500356
12672363,44600973,Entire home/apt,,24,2,,6,0.0,68.0,1.0,56.1643,10.201751,2016-10-28 23:21:27.196891
2536906,8107930,Entire home/apt,,4,1,,4,1.0,106.0,2.0,56.1749,10.214894,2016-10-28 23:21:14.706660
15244186,77895743,Entire home/apt,,24,0,,3,2.0,112.0,1.0,56.162827,10.214524,2016-10-28 23:20:56.743901
14550306,32841957,Entire home/apt,,2,4,4.5,2,1.0,68.0,3.0,56.136201,10.179193,2016-10-28 23:20:44.623084
1103372,2060978,Private room,,2,9,4.5,2,1.0,38.0,2.0,56.13486,10.175057,2016-10-28 23:20:16.752990
6898421,35560381,Entire home/apt,,1,1,,5,4.0,113.0,2.0,56.117739,10.215665,2016-10-28 23:20:13.368129
